industries,qa_type,question,optionA,optionB,optionC,optionD,optionE,answer,pairing_explanation,reference_text,pages
"['b11-oil-and-gas-exploration-and-production', 'b32-electric-utilities-and-power-generators']",single_hop,Give me all the metrics from Table 1 that are in category 'Discussion and Analysis' for Volume B32—Electric Utilities & Power Generators industry.,"IF-EU-110a.3, IF-EU-140a.3, IF-EU-540a.2","IF-EU-110a.1, IF-EU-110a.2, IF-EU-140a.2","IF-EU-420a.2, IF-EU-420a.3, IF-EU-550a.1","IF-EU-540a.1, IF-EU-550a.2",There are no 'Discussion and Analysis' metrics for this industry.,A,"Both industries are central to energy production, and comparisons can highlight differences and synergies in carbon footprints and renewable integration.","['| TOPIC | METRIC | CATEGORY |', '|-------|--------|----------|', '| Greenhouse Gas Emissions & Energy Resource Planning | Discussion of long-term and short-term strategy or plan to manage Scope 1 emissions, emissions reduction targets, and an analysis of performance against those targets | Discussion and Analysis |', '| Water Management | Description of water management risks and discussion of strategies and practices to mitigate those risks | Discussion and Analysis |', '| Nuclear Safety & Emergency Management | Description of efforts to manage nuclear safety and emergency preparedness | Discussion and Analysis |']",['298_b32']
"['b11-oil-and-gas-exploration-and-production', 'b32-electric-utilities-and-power-generators']",single_hop,List the activity metrics for Volume B32—Electric Utilities & Power Generators industry.,"Number of: (1) residential, (2) commercial, and (3) industrial customers served, Total electricity delivered to: (1) residential, (2) commercial, (3) industrial, (4) all other retail customers, and (5) wholesale customers, Length of transmission and distribution lines, Total electricity generated, percentage by major energy source, percentage in regulated markets, Total wholesale electricity purchased","Greenhouse Gas Emissions & Energy Resource Planning, Water Management, End-Use Efficiency & Demand, Nuclear Safety & Emergency Management, Grid Resiliency","IF-EU-110a.1, IF-EU-110a.2, IF-EU-140a.1, IF-EU-140a.2, IF-EU-420a.2",There are no activity metrics listed for this industry.,"IF-EU-000.A, IF-EU-000.B, IF-EU-000.C, IF-EU-000.D, IF-EU-000.E",E,"Both industries are central to energy production, and comparisons can highlight differences and synergies in carbon footprints and renewable integration.","['## Table 2. Activity Metrics', '| ACTIVITY METRIC | CATEGORY | UNIT OF MEASURE | CODE |', '|-----------------|----------|-----------------|------|', '| Number of: (1) residential, (2) commercial, and (3) industrial customers served | Quantitative | Number | IF-EU-000.A |', '| Total electricity delivered to: (1) residential, (2) commercial, (3) industrial, (4) all other retail customers, and (5) wholesale customers | Quantitative | Megawatt hours (MWh) | IF-EU-000.B |', '| Length of transmission and distribution lines | Quantitative | Kilometers (km) | IF-EU-000.C |', '| Total electricity generated, percentage by major energy source, percentage in regulated markets | Quantitative | Megawatt hours (MWh), Percentage (%) | IF-EU-000.D |', '| Total wholesale electricity purchased | Quantitative | Megawatt hours (MWh) | IF-EU-000.E |']",['299_b32']
"['b11-oil-and-gas-exploration-and-production', 'b32-electric-utilities-and-power-generators']",single_hop,Which industry has more 'Quantitative' metrics to disclose in Table 1 between Volume B11—Oil & Gas-Exploration & Production and Volume B32—Electric Utilities & Power Generators industries?,Volume B11—Oil & Gas-Exploration & Production,Volume B32—Electric Utilities & Power Generators,Both industries have the same number of 'Quantitative' metrics in Table 1.,The given content does not specify the number of 'Quantitative' metrics for these industries.,Neither industry has any 'Quantitative' metrics listed in Table 1.,B,"Both industries are central to energy production, and comparisons can highlight differences and synergies in carbon footprints and renewable integration.","['## Table 1. Sustainability Disclosure Topics & Metrics', '| TOPIC | METRIC | CATEGORY |', '|-------|--------|----------|', '| Greenhouse Gas Emissions & Energy Resource Planning | (1) Gross global Scope 1 emissions... | Quantitative |', '| Greenhouse Gas Emissions & Energy Resource Planning | Greenhouse gas (GHG) emissions associated with power deliveries | Quantitative |', '| Water Management | (1) Total water withdrawn, (2) total water consumed, percentage of each in regions with High or Extremely High Baseline Water Stress | Quantitative |', '| Water Management | Number of incidents of non-compliance associated with water quantity and/or quality permits, standards, and regulations | Quantitative |', '| End-Use Efficiency & Demand | Percentage of electric load served by smart grid technology | Quantitative |', '| End-Use Efficiency & Demand | Customer electricity savings from efficiency measures, by market | Quantitative |', '| Nuclear Safety & Emergency Management | Total number of nuclear power units, broken down by U.S... | Quantitative |', '| Grid Resiliency | Number of incidents of non-compliance with physical and/or cybersecurity standards or regulations | Quantitative |', '| Grid Resiliency | (1) System Average Interruption Duration Index... | Quantitative |']",['298_b32']
"['b11-oil-and-gas-exploration-and-production', 'b32-electric-utilities-and-power-generators']",multi_hop,Give me the codes for all the 'Quantitative' metrics in Table 1 for Electric Utilities & Power Generators and Oil & Gas-Exploration & Production industries.,"IF-EU-110a.1, IF-EU-110a.2, IF-EU-140a.1, IF-EU-140a.2, IF-EU-420a.2, IF-EU-420a.3, IF-EU-540a.1, IF-EU-550a.1, IF-EU-550a.2","IF-EU-110a.1, IF-EU-110a.2, IF-EU-140a.1, IF-EU-140a.2, IF-EU-420a.2, IF-EU-420a.3, IF-EU-540a.1, IF-EU-550a.1, IF-EU-550a.2, IF-OG-110a.1, IF-OG-110a.2, IF-OG-110a.3","IF-EU-110a.1, IF-EU-110a.2, IF-EU-140a.1, IF-EU-140a.2, IF-EU-420a.2, IF-EU-420a.3, IF-EU-540a.1, IF-EU-550a.1, IF-EU-550a.2, IF-OG-120a.1","IF-EU-110a.1, IF-EU-110a.2, IF-EU-140a.1, IF-EU-140a.2, IF-EU-000.A, IF-EU-000.B, IF-EU-000.C, IF-EU-000.D, IF-EU-000.E, IF-OG-110a.1, IF-OG-110a.2, IF-OG-110a.3, IF-OG-120a.1","IF-EU-110a.2, IF-EU-140a.1, IF-EU-420a.2, IF-EU-540a.1, IF-EU-550a.1, IF-EU-550a.2, IF-OG-110a.1, IF-OG-110a.2, IF-OG-120a.1",D,"Both industries are central to energy production, and comparisons can highlight differences and synergies in carbon footprints and renewable integration.","['| TOPIC | METRIC | CATEGORY | UNIT OF MEASURE | CODE |', '|-------|--------|----------|-----------------|------|', '| Greenhouse Gas Emissions & Energy Resource Planning | (1) Gross global Scope 1 emissions, percentage covered under (2) emissions-limiting regulations, and (3) emissions-reporting regulations | Quantitative | Metric tons (t) CO₂-e, Percentage (%) | IF-EU-110a.1 |', '| Greenhouse Gas Emissions & Energy Resource Planning | Greenhouse gas (GHG) emissions associated with power deliveries | Quantitative | Metric tons (t) CO₂-e | IF-EU-110a.2 |', '| Water Management | (1) Total water withdrawn, (2) total water consumed, percentage of each in regions with High or Extremely High Baseline Water Stress | Quantitative | Thousand cubic meters (m³), Percentage (%) | IF-EU-140a.1 |', '| Water Management | Number of incidents of non-compliance associated with water quantity and/or quality permits, standards, and regulations | Quantitative | Number | IF-EU-140a.2 |', '| End-Use Efficiency & Demand | Percentage of electric load served by smart grid technology | Quantitative | Percentage (%) by megawatt hours (MWh) | IF-EU-420a.2 |', '| End-Use Efficiency & Demand | Customer electricity savings from efficiency measures, by market | Quantitative | Megawatt hours (MWh) | IF-EU-420a.3 |', '| Nuclear Safety & Emergency Management | Total number of nuclear power units, broken down by U.S. Nuclear Regulatory Commission (NRC) Action Matrix Column results of most recent independent safety review | Quantitative | Number | IF-EU-540a.1 |', '| Grid Resiliency | Number of incidents of non-compliance with physical and/or cybersecurity standards or regulations | Quantitative | Number | IF-EU-550a.1 |', '| Grid Resiliency | (1) System Average Interruption Duration Index (SAIDI), (2) System Average Interruption Frequency Index (SAIFI), and (3) Customer Average Interruption Duration Index (CAIDI), inclusive of major event days | Quantitative | Minutes, Number | IF-EU-550a.2 |', '| ACTIVITY METRIC | CATEGORY | UNIT OF MEASURE | CODE |', '|-----------------|----------|-----------------|------|', '| Number of: (1) residential, (2) commercial, and (3) industrial customers served | Quantitative | Number | IF-EU-000.A |', '| Total electricity delivered to: (1) residential, (2) commercial, (3) industrial, (4) all other retail customers, and (5) wholesale customers | Quantitative | Megawatt hours (MWh) | IF-EU-000.B |', '| Length of transmission and distribution lines | Quantitative | Kilometers (km) | IF-EU-000.C |', '| Total electricity generated, percentage by major energy source, percentage in regulated markets | Quantitative | Megawatt hours (MWh), Percentage (%) | IF-EU-000.D |', '| Total wholesale electricity purchased | Quantitative | Megawatt hours (MWh) | IF-EU-000.E |', '| METRIC | CATEGORY | UNIT OF MEASURE | CODE |', '|---------|----------|-----------------|------|', '| (1) Gross global Scope 1 emissions, percentage (2) methane (CH₄) emissions, percentage (3) covered under emissions-limiting regulations | Quantitative | Metric tons CO₂-e, Percentage (%) | IF-OG-110a.1 |', '| Amount of gross global Scope 1 emissions from: (1) flared hydrocarbons, (2) other combustion, (3) process emissions, (4) other vented emissions, and (5) fugitive emissions | Quantitative | Metric tons CO₂-e | IF-OG-110a.2 |', '| Discussion of long-term and short-term strategy or plan to manage Scope 1 emissions, emissions reduction targets, and an analysis of performance against those targets | Discussion and Analysis | n/a | IF-OG-110a.3 |', ""| Percentage of (1) proved and (2) probable reserves in countries that have the 20 lowest rankings in Transparency International's Corruption Perception Index | Quantitative | Percentage (%) | IF-OG-120a.1 |""]","['298-299', '324-325']"
"['b11-oil-and-gas-exploration-and-production', 'b32-electric-utilities-and-power-generators']",multi_hop,Give me the codes for all the 'Discussion and Analysis' metrics in Table 1 for Electric Utilities & Power Generators and Oil & Gas-Exploration & Production industries.,"IF-EU-110a.3, IF-EU-140a.3, IF-OG-110a.3","IF-EU-110a.3, IF-EU-140a.3, IF-OG-130a.3","IF-EU-110a.3, IF-OG-110a.3","IF-EU-110a.3, IF-EU-140a.3, IF-OG-110a.3, IF-OG-130a.3","IF-EU-110a.3, IF-EU-540a.2, IF-OG-110a.3",A,"Both industries are central to energy production, and comparisons can highlight differences and synergies in carbon footprints and renewable integration.","['| TOPIC | METRIC | CATEGORY | UNIT OF MEASURE | CODE |', '|-------|--------|----------|-----------------|------|', '| Greenhouse Gas Emissions & Energy Resource Planning | Discussion of long-term and short-term strategy or plan to manage Scope 1 emissions, emissions reduction targets, and an analysis of performance against those targets | Discussion and Analysis | n/a | IF-EU-110a.3 |', '| Water Management | Description of water management risks and discussion of strategies and practices to mitigate those risks | Discussion and Analysis | n/a | IF-EU-140a.3 |', '| METRIC | CATEGORY | UNIT OF MEASURE | CODE |', '|---------|----------|-----------------|------|', '| Discussion of long-term and short-term strategy or plan to manage Scope 1 emissions, emissions reduction targets, and an analysis of performance against those targets | Discussion and Analysis | n/a | IF-OG-110a.3 |']","['298', '324']"
"['b11-oil-and-gas-exploration-and-production', 'b32-electric-utilities-and-power-generators']",multi_hop,What units of measurement are used across Electric Utilities & Power Generators and Oil & Gas-Exploration & Production industries for measuring greenhouse gas emissions?,"Metric tons CO₂-e, Percentage (%)","Metric tons CO₂-e, Thousand cubic meters (m³)","Metric tons CO₂-e, Megawatt hours (MWh)","Percentage (%), Megawatt hours (MWh)","Metric tons CO₂-e, Percentage (%), Number",A,"Both industries are central to energy production, and comparisons can highlight differences and synergies in carbon footprints and renewable integration.","['| TOPIC | METRIC | CATEGORY | UNIT OF MEASURE | CODE |', '|-------|--------|----------|-----------------|------|', '| Greenhouse Gas Emissions & Energy Resource Planning | (1) Gross global Scope 1 emissions, percentage covered under (2) emissions-limiting regulations, and (3) emissions-reporting regulations | Quantitative | Metric tons (t) CO₂-e, Percentage (%) | IF-EU-110a.1 |', '| Greenhouse Gas Emissions & Energy Resource Planning | Greenhouse gas (GHG) emissions associated with power deliveries | Quantitative | Metric tons (t) CO₂-e | IF-EU-110a.2 |', '| METRIC | CATEGORY | UNIT OF MEASURE | CODE |', '|---------|----------|-----------------|------|', '| (1) Gross global Scope 1 emissions, percentage (2) methane (CH₄) emissions, percentage (3) covered under emissions-limiting regulations | Quantitative | Metric tons CO₂-e, Percentage (%) | IF-OG-110a.1 |', '| Amount of gross global Scope 1 emissions from: (1) flared hydrocarbons, (2) other combustion, (3) process emissions, (4) other vented emissions, and (5) fugitive emissions | Quantitative | Metric tons CO₂-e | IF-OG-110a.2 |']","['298', '324']"
"['b11-oil-and-gas-exploration-and-production', 'b32-electric-utilities-and-power-generators']",multi_hop,"When preparing sustainability reports, how do the metrics for measuring greenhouse gas emissions differ between the Electric Utilities & Power Generators and Oil & Gas-Exploration & Production industries?","The Electric Utilities & Power Generators industry reports total Scope 1 emissions while the Oil & Gas industry breaks it down into different emission sources like flaring, venting, and fugitive emissions.",There is no difference in how greenhouse gas emissions are measured between the two industries.,The Electric Utilities & Power Generators industry measures emissions intensity while the Oil & Gas industry measures absolute emissions.,The Oil & Gas industry only measures methane emissions while the Electric Utilities & Power Generators industry measures all Scope 1 emissions.,The Electric Utilities & Power Generators industry reports emissions from electricity generation while the Oil & Gas industry reports emissions from exploration and production activities.,A,"Both industries are central to energy production, and comparisons can highlight differences and synergies in carbon footprints and renewable integration.","['| TOPIC | METRIC | CATEGORY | UNIT OF MEASURE | CODE |', '|-------|--------|----------|-----------------|------|', '| Greenhouse Gas Emissions & Energy Resource Planning | (1) Gross global Scope 1 emissions, percentage covered under (2) emissions-limiting regulations, and (3) emissions-reporting regulations | Quantitative | Metric tons (t) CO₂-e, Percentage (%) | IF-EU-110a.1 |', '| Greenhouse Gas Emissions & Energy Resource Planning | Greenhouse gas (GHG) emissions associated with power deliveries | Quantitative | Metric tons (t) CO₂-e | IF-EU-110a.2 |', '| METRIC | CATEGORY | UNIT OF MEASURE | CODE |', '|---------|----------|-----------------|------|', '| (1) Gross global Scope 1 emissions, percentage (2) methane (CH₄) emissions, percentage (3) covered under emissions-limiting regulations | Quantitative | Metric tons CO₂-e, Percentage (%) | IF-OG-110a.1 |', '| Amount of gross global Scope 1 emissions from: (1) flared hydrocarbons, (2) other combustion, (3) process emissions, (4) other vented emissions, and (5) fugitive emissions | Quantitative | Metric tons CO₂-e | IF-OG-110a.2 |']","['298', '324']"
"['b17-insurance', 'b37-real-estate-services']",single_hop,Give me all the metrics from Table 1 that are in category 'Discussion and Analysis' for the Insurance and Real Estate Services industries.,"FN-IN-410a.2, FN-IN-410b.2, FN-IN-450a.3, FN-IN-5","IF-RS-410a.1, FN-IN-410a.2, FN-IN-410b.2, FN-IN-450a.3, FN-IN-5","FN-IN-450a.3, FN-IN-5","FN-IN-410a.2, FN-IN-410b.2, FN-IN-450a.3",<UNKNOWN>,D,"Insurance companies assess risks associated with property, linking sustainability to real estate services through climate risk and resilience planning.","['FN-IN-410a.2. Description of approach to incorporation of environmental, social, and governance (ESG) factors in investment management processes and strategies', 'FN-IN-410b.2. Discussion of products and/or product features that incentivize health, safety, and/or environmentally responsible actions and/or behaviors', 'FN-IN-450a.3. Description of approach to incorporation of environmental risks into (1) the underwriting process for individual contracts and (2) the management of firm-level risks and capital adequacy']","['159_b1', '161_b1', '166_b1']"
"['b17-insurance', 'b37-real-estate-services']",single_hop,What are the common metrics shared between the Insurance and Real Estate Services industries in Table 1?,There are no common metrics shared between the two industries.,"FN-IN-410a.2, FN-IN-410b.2","FN-IN-450a.3, FN-IN-5","IF-RS-410a.1, FN-IN-410a.2, FN-IN-410b.2, FN-IN-450a.3, FN-IN-5",<UNKNOWN>,A,"Insurance companies assess risks associated with property, linking sustainability to real estate services through climate risk and resilience planning.","['Table 1 for the Insurance industry lists different metrics than Table 1 for the Real Estate Services industry, with no overlapping metrics.']","['158_b1', '393_b3']"
"['b17-insurance', 'b37-real-estate-services']",single_hop,List the activity metrics for the Insurance and Real Estate Services industries.,"For Insurance: FN-IN-000.A. For Real Estate Services: IF-RS-000.A, IF-RS-000.B, IF-RS-000.C, IF-RS-000.D, IF-RS-000.E","For Insurance: Number of policies in force, by segment: (1) property and casualty, (2) life, (3) assumed reinsurance. For Real Estate Services: Number of property management clients, categorized by: (1) tenants and (2) real estate owners, Floor area under management with owner operational control, Number of buildings under management with owner operational control, Number of leases transacted, categorized by: (1) tenants and (2) real estate owners, Number of appraisals provided","For Insurance: Number of policies in force, by segment: (1) property and casualty, (2) life, (3) assumed reinsurance. For Real Estate Services: IF-RS-000.A, IF-RS-000.B, IF-RS-000.C, IF-RS-000.D, IF-RS-000.E","For Insurance: FN-IN-000.A. For Real Estate Services: Number of property management clients, categorized by: (1) tenants and (2) real estate owners, Floor area under management with owner operational control, Number of buildings under management with owner operational control, Number of leases transacted, categorized by: (1) tenants and (2) real estate owners, Number of appraisals provided",<UNKNOWN>,B,"Insurance companies assess risks associated with property, linking sustainability to real estate services through climate risk and resilience planning.","['For Insurance industry: Number of policies in force, by segment: (1) property and casualty, (2) life, (3) assumed reinsurance', 'For Real Estate Services industry: Number of property management clients, categorized by: (1) tenants and (2) real estate owners, Floor area under management with owner operational control, Number of buildings under management with owner operational control, Number of leases transacted, categorized by: (1) tenants and (2) real estate owners, Number of appraisals provided']","['157_b1', '391_b3', '392_b3']"
"['b17-insurance', 'b37-real-estate-services']",single_hop,Which industry has more 'Quantitative' metrics to disclose in Table 1 between the Insurance and Real Estate Services industries?,The Insurance industry has more quantitative metrics.,The Real Estate Services industry has more quantitative metrics.,Both industries have the same number of quantitative metrics.,Not enough information is provided to determine which industry has more quantitative metrics.,<UNKNOWN>,B,"Insurance companies assess risks associated with property, linking sustainability to real estate services through climate risk and resilience planning.","['For the Insurance industry, Table 1 lists 10 quantitative metrics: FN-IN-410b.1, FN-IN-450a.1, FN-IN-450a.2, FN-IN-1, FN-IN-2, FN-IN-3, FN-IN-4. For the Real Estate Services industry, Table 1 lists 6 quantitative metrics: IF-RS-410a.1, IF-RS-410a.2, IF-RS-410a.3.']","['155_b1', '393_b3']"
"['b17-insurance', 'b37-real-estate-services']",multi_hop,Give me the codes for all the 'Quantitative' metrics in Table 1 for the Insurance and Real Estate Services industries.,"FN-IN-410b.1, FN-IN-450a.1, FN-IN-450a.2, FN-IN-1, FN-IN-2, FN-IN-3, FN-IN-4, IF-RS-410a.1, IF-RS-410a.2, IF-RS-410a.3, IF-RS-000.A, IF-RS-000.B, IF-RS-000.C, IF-RS-000.D, IF-RS-000.E","FN-IN-410a.2, FN-IN-410b.2, FN-IN-450a.3, IF-RS-410a.1, IF-RS-410a.2, IF-RS-410a.3","FN-IN-410b.1, FN-IN-450a.1, FN-IN-450a.2, FN-IN-1, FN-IN-2, FN-IN-3, FN-IN-4, IF-RS-000.A, IF-RS-000.B, IF-RS-000.C, IF-RS-000.D, IF-RS-000.E","FN-IN-410b.2, FN-IN-450a.3, IF-RS-410a.1, IF-RS-410a.2, IF-RS-410a.3",<UNKNOWN>,C,"Insurance companies assess risks associated with property, linking sustainability to real estate services through climate risk and resilience planning.","['Table 1. Sustainability Disclosure Topics & Metrics: FN-IN-410b.1, FN-IN-450a.1, FN-IN-450a.2, FN-IN-1, FN-IN-2, FN-IN-3, FN-IN-4', 'Table 2. Activity Metrics: FN-IN-000.A', 'Table 1. Sustainability Disclosure Topics & Metrics: IF-RS-410a.1, IF-RS-410a.2, IF-RS-410a.3', 'Table 2. Activity Metrics: IF-RS-000.A, IF-RS-000.B, IF-RS-000.C, IF-RS-000.D, IF-RS-000.E']","['159_b17', '391_b37']"
"['b17-insurance', 'b37-real-estate-services']",multi_hop,What units of measurement are used across the Insurance and Real Estate Services industries for measuring floor area?,"Square miles (mi²), Number","Acres, Number","Hectares, Number","Square feet (ft²), Number",<UNKNOWN>,D,"Insurance companies assess risks associated with property, linking sustainability to real estate services through climate risk and resilience planning.","['IF-RS-410a.2: (1) Floor area and (2) number of buildings under management provided with energy and sustainability services: Square feet (ft²), Number', 'IF-RS-410a.3: (1) Floor area and (2) number of buildings under management that obtained an energy rating: Square feet (ft²), Number', 'IF-RS-000.B: Floor area under management with owner operational control 56: Square feet (ft²)']","['159_b17', '391_b37', '394_b37']"
"['b17-insurance', 'b37-real-estate-services']",multi_hop,"Are there any common sustainability topics between the Insurance and Real Estate Services industries, and if so, how do their reporting requirements differ?","No, there are no common sustainability topics between the two industries.","Yes, both industries have a common 'Sustainability Services' topic, but the reporting metrics differ. The Insurance industry does not have quantitative metrics for this topic, while the Real Estate Services industry has quantitative metrics for revenue, floor area, and number of buildings related to sustainability services.","Yes, both industries have a common 'Environmental Risk Exposure' topic, but the reporting requirements are exactly the same for both industries.","Yes, both industries have a common 'Transition Risk Exposure' topic, and the reporting requirements are identical with no differences between the two industries.",<UNKNOWN>,B,"Insurance companies assess risks associated with property, linking sustainability to real estate services through climate risk and resilience planning.","[""The Insurance industry does not have any 'Quantitative' metrics listed under the 'Policies Designed to Incentivize Responsible Behavior' topic in Table 1."", ""The Real Estate Services industry has the following 'Quantitative' metrics under the 'Sustainability Services' topic in Table 1: IF-RS-410a.1 'Revenue from energy and sustainability services', IF-RS-410a.2 '(1) Floor area and (2) number of buildings under management provided with energy and sustainability services', IF-RS-410a.3 '(1) Floor area and (2) number of buildings under management that obtained an energy rating'""]","['159_b17', '393_b37']"
"['b17-insurance', 'b37-real-estate-services']",multi_hop,"When preparing sustainability reports, how do the metrics for measuring transition risk exposure differ between the Insurance and Real Estate Services industries?",The Insurance industry has more quantitative metrics related to transition risk exposure compared to the Real Estate Services industry.,Both industries have the same set of quantitative metrics related to transition risk exposure.,The Real Estate Services industry does not have any metrics related to transition risk exposure.,The Real Estate Services industry has more discussion and analysis based metrics related to transition risk exposure compared to the Insurance industry.,<UNKNOWN>,A,"Insurance companies assess risks associated with property, linking sustainability to real estate services through climate risk and resilience planning.","[""The Insurance industry has the following quantitative metrics listed under 'Transition Risk Exposure' in Table 1: FN-IN-1, FN-IN-2, FN-IN-3, FN-IN-4"", ""The Real Estate Services industry does not have any metrics listed under 'Transition Risk Exposure' in Table 1.""]","['159_b17', '168_b17']"
"['b44-solar-technology-and-project-developers', 'b45-wind-technology-and-project-developers']",single_hop,What are the common metrics shared between the Solar Technology & Project Developers and Wind Technology & Project Developers industries?,There are no common metrics shared between the two industries.,The only common metric is 'Description of approach to optimize materials efficiency of wind turbine design'.,The common metrics are 'Total energy consumed' and 'Total water withdrawn'.,"There are no quantitative common metrics, but the qualitative common metric is 'Description of approach to optimize materials efficiency of wind turbine design'.","The common metrics are 'Total capacity of photovoltaic (PV) solar modules produced' and 'Number of delivered wind turbines, by wind turbine class'.",D,"Both industries are central to the renewable energy sector and share sustainability themes related to lifecycle analysis, resource use, and environmental impact.","['Industry: Solar Technology & Project Developers\n\n## Table 1. Sustainability Disclosure Topics & Metrics\n\n| TOPIC | METRIC | CATEGORY | UNIT OF MEASURE | CODE |\n|-------|--------|----------|------------------|------|\n| Energy Management in Manufacturing | (1) Total energy consumed, (2) percent- age grid electricity, (3) percentage renewable | Quantitative | Gigajoules (GJ), Percent- age (%) | RR-ST-130a.1 |\n| Water Management in Manufacturing | (1) Total water withdrawn, (2) total water consumed, percentage of each in regions with High or Extremely High Baseline Water Stress | Quantitative | Thousand cubic meters (m³), Percent- age (%) | RR-ST-140a.1 |\n| Water Management in Manufacturing | Description of water management risks and discussion of strategies and practi- ces to mitigate those risks | Discussion and Analysis | n/a | RR-ST-140a.2 |\n| Management of Energy Infrastructure Integration & Related Regulations | Description of risks associated with integration of solar energy into existing energy infrastructure and discussion of efforts to manage those risks | Discussion and Analysis | n/a | RR-ST-410a.1 |\n| Management of Energy Infrastructure Integration & Related Regulations | Description of risks and opportunities associated with energy policy and its impact on the integration of solar energy into existing energy infrastructure | Discussion and Analysis | n/a | RR-ST-410a.2 |\n\nIndustry: Wind Technology & Project Developers\n\n## Table 1. Sustainability Disclosure Topics & Metrics\n\n| TOPIC | METRIC | CATEGORY | UNIT OF MEASURE | CODE |\n|-------|--------|----------|------------------|------|\n| Materials Efficiency | Top five materials consumed, by weight | Quantitative | Metric tons (t) | RR-WT-440b.1 |\n| Materials Efficiency | Average top head mass per turbine capacity, by wind turbine class | Quantitative | Metric tons per megawatts (MW) | RR-WT-440b.2 |\n| Materials Efficiency | Description of approach to optimize materials efficiency of wind turbine design | Discussion and Analysis | n/a | RR-WT-440b.3 |']","['473-475_b44', '483-486_b45']"
"['b44-solar-technology-and-project-developers', 'b45-wind-technology-and-project-developers']",single_hop,List the activity metrics for the Solar Technology & Project Developers and Wind Technology & Project Developers industries.,"Total capacity of photovoltaic (PV) solar modules produced, Total capacity of completed solar energy systems, Total project development assets.","Total capacity of photovoltaic (PV) solar modules produced, Total capacity of completed solar energy systems, Total project development assets, Number of delivered wind turbines by wind turbine class, Aggregate capacity of delivered wind turbines by wind turbine class, Amount of turbine backlog, Aggregate capacity of turbine backlog.","Number of delivered wind turbines by wind turbine class, Aggregate capacity of delivered wind turbines by wind turbine class, Amount of turbine backlog, Aggregate capacity of turbine backlog.","Total capacity of photovoltaic (PV) solar modules produced, Number of delivered wind turbines by wind turbine class, Amount of turbine backlog.","Total capacity of photovoltaic (PV) solar modules produced, Total project development assets, Number of delivered wind turbines by wind turbine class, Aggregate capacity of turbine backlog.",B,"Both industries are central to the renewable energy sector and share sustainability themes related to lifecycle analysis, resource use, and environmental impact.","['## Table 2. Activity Metrics\n\n| ACTIVITY METRIC | CATEGORY | UNIT OF MEASURE | CODE |\n|-----------------|----------|------------------|------|\n| Total capacity of photovoltaic (PV) solar modules produced ⁷⁵ | Quantitative | Megawatts (MW) | RR-ST-000.A |\n| Total capacity of completed solar energy systems ⁷⁶ | Quantitative | Megawatts (MW) | RR-ST-000.B |\n| Total project development assets ⁷⁷ | Quantitative | Reporting currency | RR-ST-000.C |\n\n| ACTIVITY METRIC | CATEGORY | UNIT OF MEASURE | CODE |\n|------------------|----------|------------------|------|\n| Number of delivered wind turbines, by wind turbine class | Quantitative | Number | RR-WT-000.A |\n| Aggregate capacity of delivered wind turbines, by wind turbine class | Quantitative | Megawatts (MW) | RR-WT-000.B |\n| Amount of turbine backlog | Quantitative | Reporting currency | RR-WT-000.C |\n| Aggregate capacity of turbine backlog | Quantitative | Megawatts (MW) | RR-WT-000.D |']","['472_b44', '483_b45']"
"['b44-solar-technology-and-project-developers', 'b45-wind-technology-and-project-developers']",single_hop,Which industry has more 'Quantitative' metrics to disclose in Table 1 between the Solar Technology & Project Developers and Wind Technology & Project Developers industries?,The Solar Technology & Project Developers industry has more quantitative metrics with 2 metrics.,The Wind Technology & Project Developers industry has more quantitative metrics with 2 metrics.,Both industries have an equal number of 2 quantitative metrics each in Table 1.,The Solar Technology & Project Developers industry has more quantitative metrics with 3 metrics.,The Wind Technology & Project Developers industry has more quantitative metrics with 3 metrics.,C,"Both industries are central to the renewable energy sector and share sustainability themes related to lifecycle analysis, resource use, and environmental impact.","['Industry: Solar Technology & Project Developers\n\n## Table 1. Sustainability Disclosure Topics & Metrics\n\n| TOPIC | METRIC | CATEGORY | UNIT OF MEASURE | CODE |\n|-------|--------|----------|------------------|------|\n| Energy Management in Manufacturing | (1) Total energy consumed, (2) percent- age grid electricity, (3) percentage renewable | Quantitative | Gigajoules (GJ), Percent- age (%) | RR-ST-130a.1 |\n| Water Management in Manufacturing | (1) Total water withdrawn, (2) total water consumed, percentage of each in regions with High or Extremely High Baseline Water Stress | Quantitative | Thousand cubic meters (m³), Percent- age (%) | RR-ST-140a.1 |\n\nIndustry: Wind Technology & Project Developers\n\n## Table 1. Sustainability Disclosure Topics & Metrics\n\n| TOPIC | METRIC | CATEGORY | UNIT OF MEASURE | CODE |\n|-------|--------|----------|------------------|------|\n| Materials Efficiency | Top five materials consumed, by weight | Quantitative | Metric tons (t) | RR-WT-440b.1 |\n| Materials Efficiency | Average top head mass per turbine capacity, by wind turbine class | Quantitative | Metric tons per megawatts (MW) | RR-WT-440b.2 |']","['473_b44', '483-484_b45']"
