qa_type,temperature,question1,question2,similarity
single_hop,1,Which of the following sources of renewable energy are included in the scope of this disclosure?,Which of the following sources contribute to greenhouse gas emissions in the midstream industry?,0.6236291
single_hop,1,Which of the following sources of renewable energy are included in the scope of this disclosure?,"According to the disclosure requirements, what information must companies disclose about their Scope 1 greenhouse gas emissions?",0.5564308
single_hop,1,Which of the following sources of renewable energy are included in the scope of this disclosure?,What information must companies disclose about their emissions reduction targets and performance?,0.47088957
single_hop,1,Which of the following sources of renewable energy are included in the scope of this disclosure?,What are the three main industry segments in the air freight and logistics industry?,0.24840838
single_hop,1,Which of the following sources of renewable energy are included in the scope of this disclosure?,What is the definition of Revenue Ton Kilometers (RTK)?,0.20050019
single_hop,1,Which of the following sources of renewable energy are included in the scope of this disclosure?,What is the definition of load factor for air transport and road transport?,0.21946263
single_hop,1,Which of the following sources of renewable energy are included in the scope of this disclosure?,What are some examples of activities and investments that air freight and logistics companies can undertake to reduce their Scope 1 greenhouse gas emissions?,0.43173516
single_hop,1,Which of the following sources of renewable energy are included in the scope of this disclosure?,What is the definition of renewable fuel as used in the industry standard?,0.56966996
single_hop,1,Which of the following sources of renewable energy are included in the scope of this disclosure?,What is the scope of the disclosure for the metric on percentage of refrigerants consumed with zero ozone-depleting potential?,0.27562866
single_hop,1,Which of the following sources of renewable energy are included in the scope of this disclosure?,How is the percentage of renewable energy consumed calculated under the industry standard?,0.4862795
single_hop,1,Which of the following sources of renewable energy are included in the scope of this disclosure?,What types of environmental and social standards does the industry standard consider for the metric on revenue from certified products?,0.30636603
single_hop,1,Which of the following sources of renewable energy are included in the scope of this disclosure?,Which industry is the focus of the given SASB Commercial Banks (FN-CB) Standard?,0.23860842
single_hop,1,Which of the following sources of renewable energy are included in the scope of this disclosure?,What is the main reason commercial banks need to examine ESG factors when determining the quality of collateral?,0.12960856
single_hop,1,Which of the following sources of renewable energy are included in the scope of this disclosure?,Which of the following is NOT required to be included in a commercial bank's description of its approach to incorporating ESG factors in credit analysis?,0.29966438
single_hop,1,Which of the following sources of renewable energy are included in the scope of this disclosure?,What defines the scope of disclosure for a commercial bank's gross exposure to carbon-related industries?,0.46723878
single_hop,1,What is the scope of water withdrawal and consumption data that must be disclosed?,What types of water management risks must the entity describe?,0.59342194
single_hop,1,What is the scope of water withdrawal and consumption data that must be disclosed?,What is the total energy consumed by companies in the Aerospace & Defense industry?,0.24256007
single_hop,1,What is the scope of water withdrawal and consumption data that must be disclosed?,What percentage of the energy consumed by companies in the Aerospace & Defense industry is from grid electricity?,0.2489573
single_hop,1,What is the scope of water withdrawal and consumption data that must be disclosed?,What percentage of the energy consumed by companies in the Aerospace & Defense industry is from renewable sources?,0.22560397
single_hop,1,What is the scope of water withdrawal and consumption data that must be disclosed?,What types of alternative energy-related products do companies in the Aerospace & Defense industry sell?,0.14759785
single_hop,1,What is the scope of water withdrawal and consumption data that must be disclosed?,What is the total fresh water withdrawn by coal operations?,0.5238767
single_hop,1,What is the scope of water withdrawal and consumption data that must be disclosed?,What percentage of the total fresh water withdrawn by coal operations is in regions with High or Extremely High Baseline Water Stress?,0.4570982
single_hop,1,What is the scope of water withdrawal and consumption data that must be disclosed?,What is the primary purpose of the EM-CO-420a.1 metric?,0.17121579
single_hop,1,What is the scope of water withdrawal and consumption data that must be disclosed?,Under which emissions pricing scenario does the EM-CO-420a.1 metric analyze the sensitivity of coal reserves?,0.28468817
single_hop,1,What is the scope of water withdrawal and consumption data that must be disclosed?,What is the main activity of companies in the Oil and Gas - Midstream industry?,0.22917533
single_hop,1,What is the scope of water withdrawal and consumption data that must be disclosed?,Which of the following sources contribute to greenhouse gas emissions in the midstream industry?,0.2956093
single_hop,1,What is the scope of water withdrawal and consumption data that must be disclosed?,"According to the disclosure requirements, what information must companies disclose about their Scope 1 greenhouse gas emissions?",0.47983503
single_hop,1,What is the scope of water withdrawal and consumption data that must be disclosed?,What information must companies disclose about their emissions reduction targets and performance?,0.45383424
single_hop,1,What is the scope of water withdrawal and consumption data that must be disclosed?,What are the three main industry segments in the air freight and logistics industry?,0.14052564
single_hop,1,What is the scope of water withdrawal and consumption data that must be disclosed?,What is the definition of Revenue Ton Kilometers (RTK)?,0.21422817
single_hop,1,What is the scope of water withdrawal and consumption data that must be disclosed?,What is the definition of load factor for air transport and road transport?,0.23969169
single_hop,1,What is the scope of water withdrawal and consumption data that must be disclosed?,What are some examples of activities and investments that air freight and logistics companies can undertake to reduce their Scope 1 greenhouse gas emissions?,0.3012682
single_hop,1,What is the scope of water withdrawal and consumption data that must be disclosed?,What is the definition of renewable fuel as used in the industry standard?,0.2044835
single_hop,1,What is the scope of water withdrawal and consumption data that must be disclosed?,What is the scope of the disclosure for the metric on percentage of refrigerants consumed with zero ozone-depleting potential?,0.33585715
single_hop,1,What is the scope of water withdrawal and consumption data that must be disclosed?,How is the percentage of renewable energy consumed calculated under the industry standard?,0.2675017
single_hop,1,What is the scope of water withdrawal and consumption data that must be disclosed?,What types of environmental and social standards does the industry standard consider for the metric on revenue from certified products?,0.29628593
single_hop,1,What is the scope of water withdrawal and consumption data that must be disclosed?,Which industry is the focus of the given SASB Commercial Banks (FN-CB) Standard?,0.20798701
single_hop,1,What is the scope of water withdrawal and consumption data that must be disclosed?,What is the main reason commercial banks need to examine ESG factors when determining the quality of collateral?,0.20528802
single_hop,1,What is the scope of water withdrawal and consumption data that must be disclosed?,Which of the following is NOT required to be included in a commercial bank's description of its approach to incorporating ESG factors in credit analysis?,0.28418282
single_hop,1,What is the scope of water withdrawal and consumption data that must be disclosed?,What defines the scope of disclosure for a commercial bank's gross exposure to carbon-related industries?,0.39697108
single_hop,1,What types of water management risks must the entity describe?,What is the total energy consumed by companies in the Aerospace & Defense industry?,0.1302712
single_hop,1,What types of water management risks must the entity describe?,What percentage of the energy consumed by companies in the Aerospace & Defense industry is from grid electricity?,0.14478129
single_hop,1,What types of water management risks must the entity describe?,What percentage of the energy consumed by companies in the Aerospace & Defense industry is from renewable sources?,0.1725705
single_hop,1,What types of water management risks must the entity describe?,What types of alternative energy-related products do companies in the Aerospace & Defense industry sell?,0.22439773
single_hop,1,What types of water management risks must the entity describe?,What is the total fresh water withdrawn by coal operations?,0.4111061
single_hop,1,What types of water management risks must the entity describe?,What percentage of the total fresh water withdrawn by coal operations is in regions with High or Extremely High Baseline Water Stress?,0.4454254
single_hop,1,What types of water management risks must the entity describe?,What is the primary purpose of the EM-CO-420a.1 metric?,0.06307488
single_hop,1,What types of water management risks must the entity describe?,Under which emissions pricing scenario does the EM-CO-420a.1 metric analyze the sensitivity of coal reserves?,0.19150788
single_hop,1,What types of water management risks must the entity describe?,What is the main activity of companies in the Oil and Gas - Midstream industry?,0.30897003
single_hop,1,What types of water management risks must the entity describe?,Which of the following sources contribute to greenhouse gas emissions in the midstream industry?,0.31077728
single_hop,1,What types of water management risks must the entity describe?,"According to the disclosure requirements, what information must companies disclose about their Scope 1 greenhouse gas emissions?",0.3999609
single_hop,1,What types of water management risks must the entity describe?,What information must companies disclose about their emissions reduction targets and performance?,0.3514427
single_hop,1,What types of water management risks must the entity describe?,What are the three main industry segments in the air freight and logistics industry?,0.19835702
single_hop,1,What types of water management risks must the entity describe?,What is the definition of Revenue Ton Kilometers (RTK)?,0.089585274
single_hop,1,What types of water management risks must the entity describe?,What is the definition of load factor for air transport and road transport?,0.13189462
single_hop,1,What types of water management risks must the entity describe?,What are some examples of activities and investments that air freight and logistics companies can undertake to reduce their Scope 1 greenhouse gas emissions?,0.3429321
single_hop,1,What types of water management risks must the entity describe?,What is the definition of renewable fuel as used in the industry standard?,0.22323447
single_hop,1,What types of water management risks must the entity describe?,What is the scope of the disclosure for the metric on percentage of refrigerants consumed with zero ozone-depleting potential?,0.21365544
single_hop,1,What types of water management risks must the entity describe?,How is the percentage of renewable energy consumed calculated under the industry standard?,0.09377016
single_hop,1,What types of water management risks must the entity describe?,What types of environmental and social standards does the industry standard consider for the metric on revenue from certified products?,0.30861235
single_hop,1,What types of water management risks must the entity describe?,Which industry is the focus of the given SASB Commercial Banks (FN-CB) Standard?,0.14397131
single_hop,1,What types of water management risks must the entity describe?,What is the main reason commercial banks need to examine ESG factors when determining the quality of collateral?,0.24246123
single_hop,1,What types of water management risks must the entity describe?,Which of the following is NOT required to be included in a commercial bank's description of its approach to incorporating ESG factors in credit analysis?,0.24541056
single_hop,1,What types of water management risks must the entity describe?,What defines the scope of disclosure for a commercial bank's gross exposure to carbon-related industries?,0.33702117
single_hop,1,What is the total energy consumed by companies in the Aerospace & Defense industry?,What percentage of the energy consumed by companies in the Aerospace & Defense industry is from grid electricity?,0.82971454
single_hop,1,What is the total energy consumed by companies in the Aerospace & Defense industry?,What percentage of the energy consumed by companies in the Aerospace & Defense industry is from renewable sources?,0.8678436
single_hop,1,What is the total energy consumed by companies in the Aerospace & Defense industry?,What types of alternative energy-related products do companies in the Aerospace & Defense industry sell?,0.62862945
single_hop,1,What is the total energy consumed by companies in the Aerospace & Defense industry?,What is the total fresh water withdrawn by coal operations?,0.36980474
single_hop,1,What is the total energy consumed by companies in the Aerospace & Defense industry?,What percentage of the total fresh water withdrawn by coal operations is in regions with High or Extremely High Baseline Water Stress?,0.33848605
single_hop,1,What is the total energy consumed by companies in the Aerospace & Defense industry?,What is the primary purpose of the EM-CO-420a.1 metric?,0.22204472
single_hop,1,What is the total energy consumed by companies in the Aerospace & Defense industry?,Under which emissions pricing scenario does the EM-CO-420a.1 metric analyze the sensitivity of coal reserves?,0.38327134
single_hop,1,What is the total energy consumed by companies in the Aerospace & Defense industry?,What is the main activity of companies in the Oil and Gas - Midstream industry?,0.46495038
single_hop,1,What is the total energy consumed by companies in the Aerospace & Defense industry?,Which of the following sources contribute to greenhouse gas emissions in the midstream industry?,0.52484345
single_hop,1,What is the total energy consumed by companies in the Aerospace & Defense industry?,"According to the disclosure requirements, what information must companies disclose about their Scope 1 greenhouse gas emissions?",0.31929255
single_hop,1,What is the total energy consumed by companies in the Aerospace & Defense industry?,What information must companies disclose about their emissions reduction targets and performance?,0.3981041
single_hop,1,What is the total energy consumed by companies in the Aerospace & Defense industry?,What are the three main industry segments in the air freight and logistics industry?,0.43745196
single_hop,1,What is the total energy consumed by companies in the Aerospace & Defense industry?,What is the definition of Revenue Ton Kilometers (RTK)?,0.33797783
single_hop,1,What is the total energy consumed by companies in the Aerospace & Defense industry?,What is the definition of load factor for air transport and road transport?,0.33869883
single_hop,1,What is the total energy consumed by companies in the Aerospace & Defense industry?,What are some examples of activities and investments that air freight and logistics companies can undertake to reduce their Scope 1 greenhouse gas emissions?,0.46031818
single_hop,1,What is the total energy consumed by companies in the Aerospace & Defense industry?,What is the definition of renewable fuel as used in the industry standard?,0.45856297
single_hop,1,What is the total energy consumed by companies in the Aerospace & Defense industry?,What is the scope of the disclosure for the metric on percentage of refrigerants consumed with zero ozone-depleting potential?,0.39272338
single_hop,1,What is the total energy consumed by companies in the Aerospace & Defense industry?,How is the percentage of renewable energy consumed calculated under the industry standard?,0.67001766
single_hop,1,What is the total energy consumed by companies in the Aerospace & Defense industry?,What types of environmental and social standards does the industry standard consider for the metric on revenue from certified products?,0.38061002
single_hop,1,What is the total energy consumed by companies in the Aerospace & Defense industry?,Which industry is the focus of the given SASB Commercial Banks (FN-CB) Standard?,0.33426696
single_hop,1,What is the total energy consumed by companies in the Aerospace & Defense industry?,What is the main reason commercial banks need to examine ESG factors when determining the quality of collateral?,0.1369506
single_hop,1,What is the total energy consumed by companies in the Aerospace & Defense industry?,Which of the following is NOT required to be included in a commercial bank's description of its approach to incorporating ESG factors in credit analysis?,0.20413905
single_hop,1,What is the total energy consumed by companies in the Aerospace & Defense industry?,What defines the scope of disclosure for a commercial bank's gross exposure to carbon-related industries?,0.3540731
single_hop,1,What percentage of the energy consumed by companies in the Aerospace & Defense industry is from grid electricity?,What percentage of the energy consumed by companies in the Aerospace & Defense industry is from renewable sources?,0.8892329
single_hop,1,What percentage of the energy consumed by companies in the Aerospace & Defense industry is from grid electricity?,What types of alternative energy-related products do companies in the Aerospace & Defense industry sell?,0.5745317
single_hop,1,What percentage of the energy consumed by companies in the Aerospace & Defense industry is from grid electricity?,What is the total fresh water withdrawn by coal operations?,0.36081994
single_hop,1,What percentage of the energy consumed by companies in the Aerospace & Defense industry is from grid electricity?,What percentage of the total fresh water withdrawn by coal operations is in regions with High or Extremely High Baseline Water Stress?,0.3961326
single_hop,1,What percentage of the energy consumed by companies in the Aerospace & Defense industry is from grid electricity?,What is the primary purpose of the EM-CO-420a.1 metric?,0.16872846
single_hop,1,What percentage of the energy consumed by companies in the Aerospace & Defense industry is from grid electricity?,Under which emissions pricing scenario does the EM-CO-420a.1 metric analyze the sensitivity of coal reserves?,0.36806545
single_hop,1,What percentage of the energy consumed by companies in the Aerospace & Defense industry is from grid electricity?,What is the main activity of companies in the Oil and Gas - Midstream industry?,0.4032235
single_hop,1,What percentage of the energy consumed by companies in the Aerospace & Defense industry is from grid electricity?,Which of the following sources contribute to greenhouse gas emissions in the midstream industry?,0.52942514
single_hop,1,What percentage of the energy consumed by companies in the Aerospace & Defense industry is from grid electricity?,"According to the disclosure requirements, what information must companies disclose about their Scope 1 greenhouse gas emissions?",0.29260027
single_hop,1,What percentage of the energy consumed by companies in the Aerospace & Defense industry is from grid electricity?,What information must companies disclose about their emissions reduction targets and performance?,0.34529632
single_hop,1,What percentage of the energy consumed by companies in the Aerospace & Defense industry is from grid electricity?,What are the three main industry segments in the air freight and logistics industry?,0.37071648
single_hop,1,What percentage of the energy consumed by companies in the Aerospace & Defense industry is from grid electricity?,What is the definition of Revenue Ton Kilometers (RTK)?,0.26498485
single_hop,1,What percentage of the energy consumed by companies in the Aerospace & Defense industry is from grid electricity?,What is the definition of load factor for air transport and road transport?,0.30719995
single_hop,1,What percentage of the energy consumed by companies in the Aerospace & Defense industry is from grid electricity?,What are some examples of activities and investments that air freight and logistics companies can undertake to reduce their Scope 1 greenhouse gas emissions?,0.39855045
single_hop,1,What percentage of the energy consumed by companies in the Aerospace & Defense industry is from grid electricity?,What is the definition of renewable fuel as used in the industry standard?,0.47406203
single_hop,1,What percentage of the energy consumed by companies in the Aerospace & Defense industry is from grid electricity?,What is the scope of the disclosure for the metric on percentage of refrigerants consumed with zero ozone-depleting potential?,0.42052555
single_hop,1,What percentage of the energy consumed by companies in the Aerospace & Defense industry is from grid electricity?,How is the percentage of renewable energy consumed calculated under the industry standard?,0.7319398
single_hop,1,What percentage of the energy consumed by companies in the Aerospace & Defense industry is from grid electricity?,What types of environmental and social standards does the industry standard consider for the metric on revenue from certified products?,0.3397805
single_hop,1,What percentage of the energy consumed by companies in the Aerospace & Defense industry is from grid electricity?,Which industry is the focus of the given SASB Commercial Banks (FN-CB) Standard?,0.25173974
single_hop,1,What percentage of the energy consumed by companies in the Aerospace & Defense industry is from grid electricity?,What is the main reason commercial banks need to examine ESG factors when determining the quality of collateral?,0.097535
single_hop,1,What percentage of the energy consumed by companies in the Aerospace & Defense industry is from grid electricity?,Which of the following is NOT required to be included in a commercial bank's description of its approach to incorporating ESG factors in credit analysis?,0.16537702
single_hop,1,What percentage of the energy consumed by companies in the Aerospace & Defense industry is from grid electricity?,What defines the scope of disclosure for a commercial bank's gross exposure to carbon-related industries?,0.28791928
single_hop,1,What percentage of the energy consumed by companies in the Aerospace & Defense industry is from renewable sources?,What types of alternative energy-related products do companies in the Aerospace & Defense industry sell?,0.6313725
single_hop,1,What percentage of the energy consumed by companies in the Aerospace & Defense industry is from renewable sources?,What is the total fresh water withdrawn by coal operations?,0.39571655
single_hop,1,What percentage of the energy consumed by companies in the Aerospace & Defense industry is from renewable sources?,What percentage of the total fresh water withdrawn by coal operations is in regions with High or Extremely High Baseline Water Stress?,0.43946433
single_hop,1,What percentage of the energy consumed by companies in the Aerospace & Defense industry is from renewable sources?,What is the primary purpose of the EM-CO-420a.1 metric?,0.1714524
single_hop,1,What percentage of the energy consumed by companies in the Aerospace & Defense industry is from renewable sources?,Under which emissions pricing scenario does the EM-CO-420a.1 metric analyze the sensitivity of coal reserves?,0.36363965
single_hop,1,What percentage of the energy consumed by companies in the Aerospace & Defense industry is from renewable sources?,What is the main activity of companies in the Oil and Gas - Midstream industry?,0.45737487
single_hop,1,What percentage of the energy consumed by companies in the Aerospace & Defense industry is from renewable sources?,Which of the following sources contribute to greenhouse gas emissions in the midstream industry?,0.6002389
single_hop,1,What percentage of the energy consumed by companies in the Aerospace & Defense industry is from renewable sources?,"According to the disclosure requirements, what information must companies disclose about their Scope 1 greenhouse gas emissions?",0.30469596
single_hop,1,What percentage of the energy consumed by companies in the Aerospace & Defense industry is from renewable sources?,What information must companies disclose about their emissions reduction targets and performance?,0.35020193
single_hop,1,What percentage of the energy consumed by companies in the Aerospace & Defense industry is from renewable sources?,What are the three main industry segments in the air freight and logistics industry?,0.39000246
single_hop,1,What percentage of the energy consumed by companies in the Aerospace & Defense industry is from renewable sources?,What is the definition of Revenue Ton Kilometers (RTK)?,0.27585718
single_hop,1,What percentage of the energy consumed by companies in the Aerospace & Defense industry is from renewable sources?,What is the definition of load factor for air transport and road transport?,0.26726788
single_hop,1,What percentage of the energy consumed by companies in the Aerospace & Defense industry is from renewable sources?,What are some examples of activities and investments that air freight and logistics companies can undertake to reduce their Scope 1 greenhouse gas emissions?,0.43199915
single_hop,1,What percentage of the energy consumed by companies in the Aerospace & Defense industry is from renewable sources?,What is the definition of renewable fuel as used in the industry standard?,0.56928
single_hop,1,What percentage of the energy consumed by companies in the Aerospace & Defense industry is from renewable sources?,What is the scope of the disclosure for the metric on percentage of refrigerants consumed with zero ozone-depleting potential?,0.4164455
single_hop,1,What percentage of the energy consumed by companies in the Aerospace & Defense industry is from renewable sources?,How is the percentage of renewable energy consumed calculated under the industry standard?,0.78028405
single_hop,1,What percentage of the energy consumed by companies in the Aerospace & Defense industry is from renewable sources?,What types of environmental and social standards does the industry standard consider for the metric on revenue from certified products?,0.3682844
single_hop,1,What percentage of the energy consumed by companies in the Aerospace & Defense industry is from renewable sources?,Which industry is the focus of the given SASB Commercial Banks (FN-CB) Standard?,0.26504624
single_hop,1,What percentage of the energy consumed by companies in the Aerospace & Defense industry is from renewable sources?,What is the main reason commercial banks need to examine ESG factors when determining the quality of collateral?,0.10523156
single_hop,1,What percentage of the energy consumed by companies in the Aerospace & Defense industry is from renewable sources?,Which of the following is NOT required to be included in a commercial bank's description of its approach to incorporating ESG factors in credit analysis?,0.16807242
single_hop,1,What percentage of the energy consumed by companies in the Aerospace & Defense industry is from renewable sources?,What defines the scope of disclosure for a commercial bank's gross exposure to carbon-related industries?,0.33308446
single_hop,1,What types of alternative energy-related products do companies in the Aerospace & Defense industry sell?,What is the total fresh water withdrawn by coal operations?,0.21632113
single_hop,1,What types of alternative energy-related products do companies in the Aerospace & Defense industry sell?,What percentage of the total fresh water withdrawn by coal operations is in regions with High or Extremely High Baseline Water Stress?,0.18535453
single_hop,1,What types of alternative energy-related products do companies in the Aerospace & Defense industry sell?,What is the primary purpose of the EM-CO-420a.1 metric?,0.17316559
single_hop,1,What types of alternative energy-related products do companies in the Aerospace & Defense industry sell?,Under which emissions pricing scenario does the EM-CO-420a.1 metric analyze the sensitivity of coal reserves?,0.21163344
single_hop,1,What types of alternative energy-related products do companies in the Aerospace & Defense industry sell?,What is the main activity of companies in the Oil and Gas - Midstream industry?,0.4161898
single_hop,1,What types of alternative energy-related products do companies in the Aerospace & Defense industry sell?,Which of the following sources contribute to greenhouse gas emissions in the midstream industry?,0.46384832
single_hop,1,What types of alternative energy-related products do companies in the Aerospace & Defense industry sell?,"According to the disclosure requirements, what information must companies disclose about their Scope 1 greenhouse gas emissions?",0.25899655
single_hop,1,What types of alternative energy-related products do companies in the Aerospace & Defense industry sell?,What information must companies disclose about their emissions reduction targets and performance?,0.34203976
single_hop,1,What types of alternative energy-related products do companies in the Aerospace & Defense industry sell?,What are the three main industry segments in the air freight and logistics industry?,0.38416964
single_hop,1,What types of alternative energy-related products do companies in the Aerospace & Defense industry sell?,What is the definition of Revenue Ton Kilometers (RTK)?,0.1442436
single_hop,1,What types of alternative energy-related products do companies in the Aerospace & Defense industry sell?,What is the definition of load factor for air transport and road transport?,0.15247135
single_hop,1,What types of alternative energy-related products do companies in the Aerospace & Defense industry sell?,What are some examples of activities and investments that air freight and logistics companies can undertake to reduce their Scope 1 greenhouse gas emissions?,0.49795625
single_hop,1,What types of alternative energy-related products do companies in the Aerospace & Defense industry sell?,What is the definition of renewable fuel as used in the industry standard?,0.45408922
single_hop,1,What types of alternative energy-related products do companies in the Aerospace & Defense industry sell?,What is the scope of the disclosure for the metric on percentage of refrigerants consumed with zero ozone-depleting potential?,0.19574103
single_hop,1,What types of alternative energy-related products do companies in the Aerospace & Defense industry sell?,How is the percentage of renewable energy consumed calculated under the industry standard?,0.3397248
single_hop,1,What types of alternative energy-related products do companies in the Aerospace & Defense industry sell?,What types of environmental and social standards does the industry standard consider for the metric on revenue from certified products?,0.35597563
single_hop,1,What types of alternative energy-related products do companies in the Aerospace & Defense industry sell?,Which industry is the focus of the given SASB Commercial Banks (FN-CB) Standard?,0.3307231
single_hop,1,What types of alternative energy-related products do companies in the Aerospace & Defense industry sell?,What is the main reason commercial banks need to examine ESG factors when determining the quality of collateral?,0.10078858
single_hop,1,What types of alternative energy-related products do companies in the Aerospace & Defense industry sell?,Which of the following is NOT required to be included in a commercial bank's description of its approach to incorporating ESG factors in credit analysis?,0.16367158
single_hop,1,What types of alternative energy-related products do companies in the Aerospace & Defense industry sell?,What defines the scope of disclosure for a commercial bank's gross exposure to carbon-related industries?,0.27506757
single_hop,1,What is the total fresh water withdrawn by coal operations?,What percentage of the total fresh water withdrawn by coal operations is in regions with High or Extremely High Baseline Water Stress?,0.79270047
single_hop,1,What is the total fresh water withdrawn by coal operations?,What is the primary purpose of the EM-CO-420a.1 metric?,0.06674422
single_hop,1,What is the total fresh water withdrawn by coal operations?,Under which emissions pricing scenario does the EM-CO-420a.1 metric analyze the sensitivity of coal reserves?,0.4715157
single_hop,1,What is the total fresh water withdrawn by coal operations?,What is the main activity of companies in the Oil and Gas - Midstream industry?,0.29033953
single_hop,1,What is the total fresh water withdrawn by coal operations?,Which of the following sources contribute to greenhouse gas emissions in the midstream industry?,0.34443355
single_hop,1,What is the total fresh water withdrawn by coal operations?,"According to the disclosure requirements, what information must companies disclose about their Scope 1 greenhouse gas emissions?",0.22946109
single_hop,1,What is the total fresh water withdrawn by coal operations?,What information must companies disclose about their emissions reduction targets and performance?,0.23055828
single_hop,1,What is the total fresh water withdrawn by coal operations?,What are the three main industry segments in the air freight and logistics industry?,0.23830247
single_hop,1,What is the total fresh water withdrawn by coal operations?,What is the definition of Revenue Ton Kilometers (RTK)?,0.26607004
single_hop,1,What is the total fresh water withdrawn by coal operations?,What is the definition of load factor for air transport and road transport?,0.20532723
single_hop,1,What is the total fresh water withdrawn by coal operations?,What are some examples of activities and investments that air freight and logistics companies can undertake to reduce their Scope 1 greenhouse gas emissions?,0.30821544
single_hop,1,What is the total fresh water withdrawn by coal operations?,What is the definition of renewable fuel as used in the industry standard?,0.32736576
single_hop,1,What is the total fresh water withdrawn by coal operations?,What is the scope of the disclosure for the metric on percentage of refrigerants consumed with zero ozone-depleting potential?,0.26481497
single_hop,1,What is the total fresh water withdrawn by coal operations?,How is the percentage of renewable energy consumed calculated under the industry standard?,0.42252475
single_hop,1,What is the total fresh water withdrawn by coal operations?,What types of environmental and social standards does the industry standard consider for the metric on revenue from certified products?,0.30155176
single_hop,1,What is the total fresh water withdrawn by coal operations?,Which industry is the focus of the given SASB Commercial Banks (FN-CB) Standard?,0.193437
single_hop,1,What is the total fresh water withdrawn by coal operations?,What is the main reason commercial banks need to examine ESG factors when determining the quality of collateral?,0.055555545
single_hop,1,What is the total fresh water withdrawn by coal operations?,Which of the following is NOT required to be included in a commercial bank's description of its approach to incorporating ESG factors in credit analysis?,0.10542013
single_hop,1,What is the total fresh water withdrawn by coal operations?,What defines the scope of disclosure for a commercial bank's gross exposure to carbon-related industries?,0.22584167
single_hop,1,What percentage of the total fresh water withdrawn by coal operations is in regions with High or Extremely High Baseline Water Stress?,What is the primary purpose of the EM-CO-420a.1 metric?,0.084083535
single_hop,1,What percentage of the total fresh water withdrawn by coal operations is in regions with High or Extremely High Baseline Water Stress?,Under which emissions pricing scenario does the EM-CO-420a.1 metric analyze the sensitivity of coal reserves?,0.5010256
single_hop,1,What percentage of the total fresh water withdrawn by coal operations is in regions with High or Extremely High Baseline Water Stress?,What is the main activity of companies in the Oil and Gas - Midstream industry?,0.28958103
single_hop,1,What percentage of the total fresh water withdrawn by coal operations is in regions with High or Extremely High Baseline Water Stress?,Which of the following sources contribute to greenhouse gas emissions in the midstream industry?,0.37645912
single_hop,1,What percentage of the total fresh water withdrawn by coal operations is in regions with High or Extremely High Baseline Water Stress?,"According to the disclosure requirements, what information must companies disclose about their Scope 1 greenhouse gas emissions?",0.22559288
single_hop,1,What percentage of the total fresh water withdrawn by coal operations is in regions with High or Extremely High Baseline Water Stress?,What information must companies disclose about their emissions reduction targets and performance?,0.23196542
single_hop,1,What percentage of the total fresh water withdrawn by coal operations is in regions with High or Extremely High Baseline Water Stress?,What are the three main industry segments in the air freight and logistics industry?,0.25402907
single_hop,1,What percentage of the total fresh water withdrawn by coal operations is in regions with High or Extremely High Baseline Water Stress?,What is the definition of Revenue Ton Kilometers (RTK)?,0.17827058
single_hop,1,What percentage of the total fresh water withdrawn by coal operations is in regions with High or Extremely High Baseline Water Stress?,What is the definition of load factor for air transport and road transport?,0.26967832
single_hop,1,What percentage of the total fresh water withdrawn by coal operations is in regions with High or Extremely High Baseline Water Stress?,What are some examples of activities and investments that air freight and logistics companies can undertake to reduce their Scope 1 greenhouse gas emissions?,0.23620075
single_hop,1,What percentage of the total fresh water withdrawn by coal operations is in regions with High or Extremely High Baseline Water Stress?,What is the definition of renewable fuel as used in the industry standard?,0.27648202
single_hop,1,What percentage of the total fresh water withdrawn by coal operations is in regions with High or Extremely High Baseline Water Stress?,What is the scope of the disclosure for the metric on percentage of refrigerants consumed with zero ozone-depleting potential?,0.2946447
single_hop,1,What percentage of the total fresh water withdrawn by coal operations is in regions with High or Extremely High Baseline Water Stress?,How is the percentage of renewable energy consumed calculated under the industry standard?,0.4522291
single_hop,1,What percentage of the total fresh water withdrawn by coal operations is in regions with High or Extremely High Baseline Water Stress?,What types of environmental and social standards does the industry standard consider for the metric on revenue from certified products?,0.29346257
single_hop,1,What percentage of the total fresh water withdrawn by coal operations is in regions with High or Extremely High Baseline Water Stress?,Which industry is the focus of the given SASB Commercial Banks (FN-CB) Standard?,0.22223963
single_hop,1,What percentage of the total fresh water withdrawn by coal operations is in regions with High or Extremely High Baseline Water Stress?,What is the main reason commercial banks need to examine ESG factors when determining the quality of collateral?,0.17918916
single_hop,1,What percentage of the total fresh water withdrawn by coal operations is in regions with High or Extremely High Baseline Water Stress?,Which of the following is NOT required to be included in a commercial bank's description of its approach to incorporating ESG factors in credit analysis?,0.16778296
single_hop,1,What percentage of the total fresh water withdrawn by coal operations is in regions with High or Extremely High Baseline Water Stress?,What defines the scope of disclosure for a commercial bank's gross exposure to carbon-related industries?,0.2193923
single_hop,1,What is the primary purpose of the EM-CO-420a.1 metric?,Under which emissions pricing scenario does the EM-CO-420a.1 metric analyze the sensitivity of coal reserves?,0.53233063
single_hop,1,What is the primary purpose of the EM-CO-420a.1 metric?,What is the main activity of companies in the Oil and Gas - Midstream industry?,0.17862114
single_hop,1,What is the primary purpose of the EM-CO-420a.1 metric?,Which of the following sources contribute to greenhouse gas emissions in the midstream industry?,0.23819822
